N_CATALOGO;PROTECCION_ACTUAL;PROTECCION_97;NOMBRE;C_HOMOGENEO;OBSERVACION;EXPEDIENTE;ENLACE;COD_NDP;UTMX_ETRS;UTMY_ETRS
11642;Parcial;Parcial;---;---;---;---;---;11039930.0;440248.17;4475772.1
11643;Parcial;Parcial;---;---;---;---;---;11039931.0;440251.17;4475789.24
11645;Parcial;Parcial;---;---;---;---;---;11039933.0;440255.47;4475814.52
11646;Parcial;Parcial;---;---;---;---;---;11039934.0;440257.44;4475827.49
11647;Parcial;Parcial;---;---;---;---;---;11039935.0;440259.33;4475838.73
11648;Estructural;Estructural;---;---;---;---;---;11039906.0;440368.77;4475832.0
11650;Parcial;Parcial;---;---;---;---;---;11039902.0;440455.97;4475828.07
11651;Parcial;Parcial;---;---;---;---;---;11039901.0;440460.46;4475803.94
11652;Parcial;Parcial;---;---;---;---;---;11039900.0;440462.58;4475793.68
11653;Parcial;Parcial;---;---;---;---;---;11039899.0;440465.18;4475781.16
11655;Parcial;Parcial;---;---;---;---;---;11039910.0;440446.58;4475766.0
11656;Parcial;Parcial;---;---;---;---;---;11039909.0;440435.69;4475763.19
11657;Parcial;Parcial;---;---;---;---;---;11039908.0;440425.17;4475760.4
11658;Parcial;Parcial;---;---;---;---;---;11039907.0;440414.66;4475757.62
11659;Parcial;Parcial;---;---;---;---;---;11039903.0;440393.0;4475757.93
11661;Parcial;Parcial;---;---;---;---;---;11039905.0;440374.51;4475813.57
11662;Parcial;Parcial;---;---;---;---;---;11039857.0;440175.11;4475742.62
11663;Parcial;Parcial;---;---;---;---;---;11039855.0;440188.84;4475739.13
11664;Parcial;Parcial;---;---;---;---;---;11039853.0;440200.07;4475736.27
11665;Parcial;Parcial;---;---;---;---;---;11039851.0;440211.39;4475733.39
11666;Estructural;Estructural;---;---;---;---;---;11039825.0;440226.59;4475717.26
11667;Estructural;Estructural;---;---;---;---;---;11039807.0;440213.73;4475678.48
11668;Estructural;Estructural;---;---;---;---;---;11039809.0;440199.04;4475681.73
11669;Parcial;Parcial;---;---;---;---;---;11039835.0;440181.23;4475696.24
11670;Estructural;Estructural;---;---;---;---;---;11039833.0;440169.43;4475715.64
11671;Parcial;Parcial;---;---;---;---;---;11039849.0;440255.22;4475722.2
11672;Parcial;Parcial;---;---;---;---;---;11039847.0;440273.71;4475717.47
11673;Parcial;Parcial;---;---;---;---;---;11039845.0;440284.73;4475714.61
11674;Parcial;Parcial;---;---;---;---;---;11039843.0;440294.36;4475712.43
11675;Ambiental;Ambiental;Dispensario Salud;---;---;---;---;11039841.0;440316.02;4475705.76
11677;Parcial;Parcial;---;---;---;---;---;11039797.0;440301.92;4475658.36
11678;Parcial;Parcial;---;---;---;---;---;11039799.0;440284.52;4475662.17
11679;Parcial;Parcial;---;---;---;---;---;11039801.0;440269.55;4475665.44
11680;Parcial;Parcial;---;---;---;---;---;11039803.0;440256.1;4475668.38
11681;Parcial;Parcial;---;---;---;---;---;11039805.0;440240.49;4475672.36
11682;Parcial;Parcial;---;---;---;---;---;11039821.0;440236.52;4475695.53
11683;Estructural;Estructural;---;---;---;---;---;11039823.0;440238.43;4475708.05
11684;Parcial;Parcial;---;---;---;---;---;11039839.0;440334.24;4475714.14
11685;Parcial;Parcial;---;---;---;---;---;11039837.0;440350.82;4475719.46
11686;Estructural;Estructural;---;---;---;---;---;11039819.0;440372.42;4475712.59
11687;Estructural;Estructural;---;---;---;---;---;11039817.0;440376.67;4475699.49
11688;Parcial;Parcial;---;---;---;---;---;11039815.0;440381.68;4475684.04
11689;Estructural;Estructural;---;---;---;---;---;11039813.0;440387.59;4475666.35
11690;Estructural;Estructural;---;---;---;---;---;11039789.0;440393.27;4475646.38
11691;Parcial;Parcial;---;---;---;---;---;11039791.0;440360.24;4475645.2
11692;Parcial;Parcial;---;---;---;---;---;11039793.0;440347.56;4475648.07
11693;Estructural;Estructural;---;---;---;---;---;11039795.0;440330.76;4475651.65
11694;Parcial;Parcial;---;---;---;---;---;11039827.0;440326.18;4475678.03
11695;Parcial;Parcial;---;---;---;---;---;11039829.0;440328.23;4475692.08
11696;Parcial;Parcial;---;---;---;---;---;11039879.0;440401.66;4475729.5
11697;Parcial;Parcial;---;---;---;---;---;11039880.0;440416.66;4475745.16
11698;Parcial;Parcial;---;---;---;---;---;11039881.0;440428.07;4475748.31
11699;Parcial;Parcial;---;---;---;---;---;11039882.0;440444.49;4475752.63
11702;Parcial;Parcial;---;---;---;---;---;11039871.0;440475.92;4475729.66
11703;Parcial;Parcial;---;---;---;---;---;11039870.0;440478.65;4475716.9
11704;Parcial;Parcial;---;---;---;---;---;11039869.0;440481.15;4475705.24
11705;Parcial;Parcial;---;---;---;---;---;11039868.0;440484.03;4475688.79
11706;Parcial;Parcial;---;---;---;---;---;11039867.0;440485.85;4475680.28
11707;Parcial;Parcial;---;---;---;---;---;11039866.0;440488.18;4475667.98
11709;Parcial;Parcial;---;---;---;---;---;11039861.0;440463.93;4475648.43
11710;Estructural;Estructural;---;---;---;---;---;11039860.0;440450.55;4475651.35
11711;Parcial;Parcial;---;---;---;---;---;11039859.0;440438.83;4475654.11
11712;Parcial;Parcial;---;---;---;---;---;11039874.0;440421.07;4475669.21
11713;Parcial;Parcial;---;---;---;---;---;11039875.0;440418.0;4475679.03
11714;Parcial;Parcial;---;---;---;---;---;11039876.0;440414.27;4475691.0
11715;Parcial;Parcial;Cine Bilbao.;---;---;---;---;11039877.0;440409.69;4475704.76
11716;Ambiental;Ambiental;---;---;---;---;---;11039878.0;440406.24;4475715.25
11721;Parcial;Parcial;---;---;---;---;---;11040350.0;440674.65;4476403.27
11723;Demolición total;Ambiental;Viriato 43 y 43 A;---;"Resolución de licencia de demolición y sustitución de fecha 30.05.2011
Dictamen CPPHAN 21/01/2011";711/2010/10672;---;11040371.0;440679.53;4476372.21
11728;Ambiental;Ambiental;---;---;---;---;---;11040346.0;440634.31;4476415.26
12001;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040117.0;440410.12;4476140.17
12002;Parcial;Parcial;---;---;---;---;---;11040124.0;440422.81;4476154.27
12003;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040125.0;440436.69;4476158.57
12004;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040126.0;440447.22;4476161.84
12006;Parcial;Parcial;---;---;---;---;---;11040146.0;440480.97;4476153.5
12007;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040145.0;440485.23;4476140.12
12009;Parcial;Parcial;---;---;---;---;---;11040143.0;440502.39;4476086.53
12010;Parcial;Parcial;---;---;---;---;---;11040141.0;440485.38;4476063.42
12011;Parcial;Parcial;---;---;---;---;---;11040140.0;440452.5;4476074.37
12013;Parcial;Parcial;---;---;---;---;---;11040113.0;440420.33;4476086.89
12014;Parcial;Parcial;---;---;---;---;---;11040114.0;440417.16;4476103.16
12015;Parcial;Parcial;---;---;---;---;---;11040115.0;440414.99;4476114.39
12017;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040127.0;440461.63;4476166.31
12019;Parcial;Parcial;HOSPITAL DE ELOY GONZALO;---;---;---;---;11040530.0;440508.23;4476180.03
12020;Parcial;Parcial;---;---;---;---;---;11040581.0;440516.7;4476149.52
12021;Ambiental;Ambiental;---;---;---;---;---;11040564.0;440555.13;4476186.09
12023;Parcial;Parcial;---;---;---;---;---;11040562.0;440562.36;4476162.15
12025;Parcial;Parcial;---;---;---;---;---;11040560.0;440572.34;4476129.17
12026;Parcial;Parcial;---;---;---;---;---;11040548.0;440576.07;4476114.13
12028;Parcial;Parcial;---;---;---;---;---;11040546.0;440561.03;4476085.44
12030;Parcial;Parcial;---;---;---;---;---;11040578.0;440533.07;4476099.71
12032;Parcial;Parcial;---;---;---;---;---;11040532.0;440574.45;4476201.4
12033;Parcial;Parcial;---;---;---;---;---;11040533.0;440597.16;4476208.47
12034;Parcial;Parcial;---;---;---;---;---;11040542.0;440611.09;4476193.93
12038;Ambiental;Ambiental;---;---;---;---;---;11040538.0;440626.98;4476141.89
12041;Parcial;Parcial;---;---;---;---;---;11040552.0;440586.86;4476123.28
12042;Parcial;Parcial;---;---;---;---;---;11040553.0;440583.38;4476134.62
12043;Parcial;Parcial;---;---;---;---;---;11040554.0;440580.77;4476143.1
12044;Ambiental;Ambiental;---;---;---;---;---;11040555.0;440576.28;4476157.76
12045;Demolición total;Ambiental;---;---;"Resolución de licencia de demolición y sustitución de fecha 27.12.2010
Dictamen CPPHAN 07/10/2008";711/2008/01762;---;11040556.0;440571.95;4476171.82
12052;Parcial;Parcial;---;---;---;---;---;20151289.0;440686.45;4476170.8
12055;Parcial;Parcial;---;---;---;---;---;11040510.0;440661.26;4476140.3
12056;Ambiental;Ambiental;---;---;---;---;---;11040497.0;440645.42;4476144.05
12057;Parcial;Parcial;---;---;---;---;---;11040499.0;440635.04;4476177.81
12059;Ambiental;Ambiental;---;---;---;---;---;11040498.0;440640.33;4476160.74
12060;Parcial;Parcial;vivienda colectiva;---;---;---;---;11040492.0;440689.17;4476236.81
12064;Parcial;Parcial;---;---;---;---;---;11040519.0;440744.08;4476185.8
12067;Parcial;Parcial;---;---;---;---;---;20151301.0;440693.41;4476189.98
12071;Parcial;Parcial;---;---;---;---;---;11040104.0;440483.89;4476031.53
12074;Parcial;Parcial;---;---;---;---;---;11040102.0;440475.84;4476047.67
12075;Parcial;Parcial;---;---;---;---;---;11040545.0;440590.67;4476103.15
12076;Parcial;Parcial;---;---;---;---;---;11040566.0;440604.55;4476109.9
12077;Parcial;Parcial;---;---;---;---;---;11040567.0;440615.54;4476113.41
12078;Ambiental;Ambiental;---;---;---;---;---;11040568.0;440623.88;4476116.07
12079;Ambiental;Ambiental;---;---;---;---;---;11040537.0;440635.93;4476112.88
12080;Parcial;Parcial;---;---;---;---;---;11040536.0;440637.54;4476107.71
12081;Demolición total;Ambiental;---;---;Decreto ruina inminente según y posterior demolición;712/2004/04882;---;11040535.0;440640.91;4476096.71
12083;Parcial;Parcial;---;---;---;---;---;11040574.0;440607.6;4476060.81
12085;Ambiental;Ambiental;---;---;---;---;---;11040573.0;440598.68;4476057.38
12086;Parcial;Parcial;---;---;---;---;---;11040551.0;440578.97;4476068.65
12088;Parcial;Parcial;---;---;---;---;---;11040544.0;440583.41;4476089.99
12089;Parcial;Parcial;---;---;---;---;---;11040502.0;440656.17;4476126.36
12091;Parcial;Parcial;---;---;---;---;---;11040504.0;440690.33;4476137.26
12092;Parcial;Parcial;---;---;---;---;---;20151280.0;440703.15;4476115.58
12095;Parcial;Parcial;---;---;---;---;---;11040523.0;440674.21;4476081.98
12096;Parcial;Parcial;---;---;---;---;---;11040495.0;440656.85;4476106.91
12097;Parcial;Parcial;---;---;---;---;---;11040505.0;440713.17;4476144.54
12098;Parcial;Parcial;---;---;---;---;---;11040506.0;440724.69;4476148.22
12099;Parcial;Parcial;---;---;---;---;---;11040507.0;440736.37;4476151.98
12100;Parcial;Parcial;---;---;---;---;---;11040517.0;440754.79;4476152.37
12101;Parcial;Parcial;---;---;---;---;---;11040516.0;440758.26;4476141.75
12102;Parcial;Parcial;---;---;---;---;---;11040515.0;440762.37;4476129.17
12103;Parcial;Parcial;---;---;---;---;---;11040514.0;440765.88;4476118.38
12104;Parcial;Parcial;---;---;---;---;---;11040528.0;440752.66;4476107.76
12105;Parcial;Parcial;---;---;---;---;---;11040527.0;440738.31;4476102.83
12106;Parcial;Parcial;---;---;---;---;---;11040526.0;440729.61;4476100.26
12107;Parcial;Parcial;---;---;---;---;---;20151286.0;440712.32;4476126.66
12108;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040084.0;440446.59;4475987.68
12109;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040086.0;440463.29;4475993.01
12110;Estructural;Estructural;Vivienda colectiva;---;---;---;---;11040087.0;440473.3;4475996.34
12111;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040103.0;440493.03;4475996.19
12112;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040111.0;440500.38;4475977.21
12113;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040110.0;440493.68;4475965.33
12114;Parcial;Parcial;Vivienda coletctiva;---;---;---;---;11040109.0;440486.34;4475952.28
12116;Estructural;Estructural;---;---;---;---;---;11040066.0;440446.66;4475949.05
12117;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040067.0;440443.92;4475963.3
12118;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040068.0;440441.99;4475974.65
12119;Parcial;Parcial;---;---;---;---;---;11040601.0;440595.07;4476029.1
12120;Parcial;Parcial;---;---;---;---;---;11040619.0;440611.6;4476041.02
12121;Ambiental;Ambiental;---;---;---;---;---;11040620.0;440621.41;4476044.76
12122;Parcial;Parcial;---;---;---;---;---;11040594.0;440656.56;4476045.92
12123;Parcial;Parcial;---;---;---;---;---;11040593.0;440663.01;4476025.01
12124;Parcial;Parcial;---;---;---;---;---;11040592.0;440666.01;4476016.08
12126;Parcial;Parcial;---;---;---;---;---;11040621.0;440680.51;4476063.58
12127;Parcial;Parcial;---;---;---;---;---;11040622.0;440695.04;4476068.33
12128;Parcial;Parcial;---;---;---;---;---;11040623.0;440706.55;4476072.08
12129;Parcial;Parcial;---;---;---;---;---;20151271.0;440722.23;4476053.86
12131;Parcial;Parcial;---;---;---;---;---;11040610.0;440692.54;4476019.06
12132;Parcial;Parcial;---;---;---;---;---;11040590.0;440678.72;4476034.46
12133;Parcial;Parcial;---;---;---;---;---;11040591.0;440676.04;4476043.83
12134;Parcial;Parcial;---;---;---;---;---;11040624.0;440734.19;4476081.07
12136;Parcial;Parcial;---;---;---;---;---;11040625.0;440749.95;4476086.26
12137;Parcial;Parcial;---;---;---;---;---;11040618.0;440779.02;4476078.17
12138;Parcial;Parcial;---;---;---;---;---;11040617.0;440782.33;4476067.85
12139;Parcial;Parcial;---;---;---;---;---;11040616.0;440785.9;4476056.7
12140;Parcial;Parcial;---;---;---;---;---;11040613.0;440767.21;4476042.45
12142;Parcial;Parcial;---;---;---;---;---;20151268.0;440735.27;4476051.34
12143;Parcial;Parcial;---;---;---;---;---;20151274.0;440731.44;4476064.04
12144;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11039992.0;440451.56;4475924.14
12145;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040003.0;440464.04;4475931.68
12146;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040004.0;440481.26;4475937.29
12152;Parcial;Parcial;Subestación Metro;---;---;---;---;20013734.0;440502.59;4475854.29
12154;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11039988.0;440460.97;4475874.76
12157;Parcial;Parcial;---;---;---;---;---;11039991.0;440453.33;4475914.74
12158;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040041.0;440515.11;4475966.33
12159;Estructural;Estructural;Vivienda colectiva;---;---;---;---;11040064.0;440543.51;4475960.92
12160;Parcial;Parcial;Parroquia Sta. Feliciana - Vivienda Colectiva;---;---;---;---;11040063.0;440548.21;4475946.02
12162;Parcial;Parcial;Vivienda Colectiva;---;---;---;---;11040061.0;440552.78;4475932.27
12163;Estructural;Estructural;Vivienda Colectiva;---;---;---;---;11040060.0;440558.58;4475915.11
12164;Parcial;Parcial;VIVIENDA COLECTIVA;---;---;---;---;11040059.0;440563.38;4475900.79
12167;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040013.0;440556.19;4475868.6
12175;Parcial;Parcial;Vivienda colectiva;---;---;---;---;11040040.0;440507.52;4475952.96
12176;Parcial;Parcial;---;---;---;---;---;11040052.0;440574.49;4475973.96
12177;Ambiental;Ambiental;---;---;---;---;---;11040042.0;440594.1;4475992.78
12178;Parcial;Parcial;---;---;---;---;---;11040043.0;440605.19;4475988.61
12179;Parcial;Parcial;---;---;---;---;---;11040023.0;440620.43;4475976.09
12180;Parcial;Parcial;---;---;---;---;---;11040022.0;440624.26;4475964.95
12184;Parcial;Parcial;---;---;---;---;---;11040046.0;440596.88;4475904.79
12187;Parcial;Parcial;---;---;---;---;---;11040047.0;440592.89;4475917.03
12188;Parcial;Parcial;---;---;---;---;---;11040048.0;440588.94;4475929.25
12189;Parcial;Parcial;---;---;---;---;---;11040049.0;440585.18;4475940.87
12190;Parcial;Parcial;---;---;---;---;---;11040050.0;440582.09;4475950.43
12191;Parcial;Parcial;---;---;---;---;---;11040051.0;440578.9;4475960.11
12192;Parcial;Parcial;Hermandades del Trabajo;---;---;---;---;20013760.0;440639.09;4475958.3
12193;Demolición total;Ambiental;Hermandades del Trabajo;---;Resolución de licencia de demolición y sustitución de fecha 05.11.1997;711/1996/04425;---;11040026.0;440682.89;4475958.3
12196;Parcial;Parcial;---;---;---;---;---;11040033.0;440692.5;4475887.04
12197;Parcial;Parcial;---;---;---;---;---;11040032.0;440678.22;4475871.49
12201;Ambiental;Ambiental;VIVIENDA COLECTIVA;---;---;---;---;11039920.0;440483.04;4475833.82
12203;Parcial;Parcial;VIVIENDA COLECTIVA;---;---;---;---;11039918.0;440522.24;4475830.12
12204;Parcial;Parcial;VIVIENDA COLECTIVA;---;---;---;---;11039917.0;440524.53;4475821.38
12205;Parcial;Parcial;VIVIENDA COLECTIVA;---;---;---;---;11039916.0;440526.99;4475813.95
12206;Parcial;Parcial;VIVIENDA COLECTIVA;---;---;---;---;11039915.0;440531.52;4475798.53
12207;Parcial;Parcial;VIVIENDA COLECTIVA;---;---;---;---;11039913.0;440504.73;4475782.01
12208;Ambiental;Ambiental;TABERNA ANDALUZA;---;---;---;---;11039912.0;440494.79;4475779.28
12209;Parcial;Parcial;---;---;---;---;---;11039895.0;440479.88;4475778.99
12212;Parcial;Parcial;---;---;---;---;---;11039919.0;440473.98;4475807.43
12213;Parcial;Parcial;---;---;---;---;---;11039898.0;440472.59;4475814.15
12215;Parcial;Parcial;---;---;---;---;---;11040056.0;440579.64;4475849.24
12216;Parcial;Parcial;---;---;---;---;---;11040055.0;440584.72;4475833.89
12218;Parcial;Parcial;---;---;---;---;---;11040053.0;440591.86;4475811.42
12219;Parcial;Parcial;---;---;---;---;---;11040029.0;440579.0;4475764.27
12220;Parcial;Parcial;---;---;---;---;---;11040028.0;440571.04;4475755.71
12224;Parcial;Parcial;---;---;---;---;---;11040653.0;440686.03;4475820.66
12227;Parcial;Parcial;---;---;---;---;---;11040661.0;440727.05;4475876.03
12228;Estructural;Estructural;---;---;---;---;---;11040642.0;440738.62;4475888.01
12229;Estructural;Estructural;---;---;---;---;---;11040643.0;440752.13;4475902.68
12230;Parcial;Parcial;---;---;---;---;---;11040638.0;440766.59;4475886.42
12232;Estructural;Estructural;---;---;---;---;---;11040636.0;440774.72;4475856.54
12233;Estructural;Estructural;---;---;---;---;---;11040635.0;440778.39;4475843.0
12234;Estructural;Estructural;---;---;---;---;---;11040634.0;440781.48;4475831.61
12235;Estructural;Estructural;---;---;---;---;---;11040649.0;440772.05;4475809.57
12238;Parcial;Parcial;---;---;---;---;---;11040647.0;440725.86;4475803.9
12239;Parcial;Parcial;---;---;---;---;---;11040646.0;440701.94;4475800.95
12240;Parcial;Parcial;---;---;---;---;---;20013964.0;440782.51;4475896.63
12243;Parcial;Parcial;---;---;---;---;---;11040660.0;440814.95;4475955.44
12244;Parcial;Parcial;---;---;---;---;---;11040659.0;440826.01;4475934.2
12246;Parcial;Parcial;---;---;---;---;---;11040657.0;440840.53;4475889.64
12247;Parcial;Parcial;---;---;---;---;---;11040656.0;440845.48;4475874.37
12249;Parcial;Parcial;---;---;---;---;---;11040654.0;440854.87;4475845.59
12250;Parcial;Parcial;---;---;---;---;---;11040651.0;440855.14;4475819.97
12252;Estructural;Estructural;---;---;---;---;---;11040628.0;440803.62;4475818.79
12253;Estructural;Estructural;Palacete;---;---;---;---;11040629.0;440801.5;4475826.62
12254;Estructural;Estructural;Palacete;---;---;---;---;11040630.0;440799.07;4475834.72
12255;Parcial;Parcial;CONSULTORIO DE LA S.S.;---;---;---;---;11040631.0;440796.41;4475845.41
12256;Parcial;Parcial;---;---;---;---;---;11040632.0;440792.86;4475858.48
12257;Ambiental;Ambiental;---;---;---;---;---;11040633.0;440788.66;4475873.96
12265;Parcial;Parcial;---;---;---;---;---;11039890.0;440536.83;4475717.52
12266;Parcial;Parcial;---;---;---;---;---;11039889.0;440526.93;4475706.85
12267;Parcial;Parcial;---;---;---;---;---;11039888.0;440517.8;4475696.99
12268;Parcial;Parcial;---;---;---;---;---;11039887.0;440505.29;4475683.52
12269;Parcial;Parcial;---;---;---;---;---;11039862.0;440496.01;4475701.54
12270;Parcial;Parcial;---;---;---;---;---;11039863.0;440493.48;4475712.9
12271;Parcial;Parcial;---;---;---;---;---;11039864.0;440491.01;4475725.7
12272;Estructural;Estructural;---;---;---;---;---;11040727.0;440555.23;4475689.03
